EMBLEM,NAME,QUALITY,TYPE,SLOT,POTENTIAL,HEALTH,ATTACK,DEFENCE,MAGIC,LINK1,LINK2,LINK3,ICONID,GRAPHICID,PASSIVE
DEATH,Infernal Sentinel Shield,ARTIFACT2,NONE,OFF_HAND,251,6866,7489,4994,5617,null,null,null,201447,207391,Red Dance Chance
DEATH,Infernal Sentinel Shield,ARTIFACT3,NONE,OFF_HAND,302,8239,8987,5993,6741,null,null,null,201447,207391,Red Dance Chance
DEATH,Infernal Sentinel Shield,ARTIFACT4,NONE,OFF_HAND,364,9887,10785,7191,8089,null,null,null,201447,207391,Red Dance Chance
THUNDER,Golden Thunder,ARTIFACT1,NONE,MAIN_HAND,209,4140,4657,5692,6210,null,null,null,201011,207169,Enemy Blues
THUNDER,Golden Thunder,ARTIFACT2,NONE,MAIN_HAND,250,4968,5589,6830,7452,null,null,null,201011,207169,Enemy Blues
THUNDER,Golden Thunder,ARTIFACT3,NONE,MAIN_HAND,300,5962,6706,8196,8942,null,null,null,201011,207169,Enemy Blues
THUNDER,Golden Thunder,ARTIFACT4,NONE,MAIN_HAND,362,7154,8048,9835,10731,null,null,null,201011,207169,Enemy Blues
NECRO,Perpetual Torment Ring,ARTIFACT1,DEFENSE,RING,206,4097,5634,6145,4609,4001,4029,3403,204637,208719,null
NECRO,Perpetual Torment Ring,ARTIFACT2,DEFENSE,RING,248,4916,6761,7374,5531,4001,4029,3403,204637,208719,null
NECRO,Perpetual Torment Ring,ARTIFACT3,DEFENSE,RING,297,5899,8113,8849,6637,4001,4029,3403,204637,208719,null
NECRO,Perpetual Torment Ring,ARTIFACT4,DEFENSE,RING,357,7079,9736,10619,7965,4001,4029,3403,204637,208719,null
ABYSS,Lost Land Compass,ARTIFACT1,DEFENSE,TALISMAN,217,4289,5897,6433,4825,4033,4037,3411,185527,196023,null
ABYSS,Lost Land Compass,ARTIFACT2,DEFENSE,TALISMAN,261,5147,7076,7720,5790,4033,4037,3411,185527,196023,null
ABYSS,Lost Land Compass,ARTIFACT3,DEFENSE,TALISMAN,312,6176,8491,9264,6948,4033,4037,3411,185527,196023,null
ABYSS,Lost Land Compass,ARTIFACT4,DEFENSE,TALISMAN,376,7411,10190,11117,8338,4033,4037,3411,185527,196023,null
THUNDER,Thunderblade,ARTIFACT1,NONE,MAIN_HAND,220,6014,6562,4374,4921,null,null,null,201131,207233,Occult Curse
THUNDER,Thunderblade,ARTIFACT2,NONE,MAIN_HAND,264,7217,7874,5249,5905,null,null,null,201131,207233,Occult Curse
THUNDER,Thunderblade,ARTIFACT3,NONE,MAIN_HAND,318,8661,9449,6299,7087,null,null,null,201131,207233,Occult Curse
THUNDER,Thunderblade,ARTIFACT4,NONE,MAIN_HAND,382,10393,11338,7558,8504,null,null,null,201131,207233,Occult Curse
ABYSS,Depth of Despair,ARTIFACT1,NONE,OFF_HAND,220,4374,6014,6562,4921,null,null,null,201503,207423,Mighty Magic
ABYSS,Depth of Despair,ARTIFACT2,NONE,OFF_HAND,264,5249,7217,7874,5905,null,null,null,201503,207423,Mighty Magic
ABYSS,Depth of Despair,ARTIFACT3,NONE,OFF_HAND,318,6299,8661,9449,7087,null,null,null,201503,207423,Mighty Magic
ABYSS,Depth of Despair,ARTIFACT4,NONE,OFF_HAND,382,7558,10393,11338,8504,null,null,null,201503,207423,Mighty Magic
NONE,Mrs Santa Claus,ARTIFACT1,NONE,MAIN_HAND,219,5986,6529,4352,4897,null,null,null,201063,207195,Fiery Force
NONE,Mrs Santa Claus,ARTIFACT2,NONE,MAIN_HAND,263,7183,7835,5223,5877,null,null,null,201063,207195,Fiery Force
NONE,Mrs Santa Claus,ARTIFACT3,NONE,MAIN_HAND,316,8619,9402,6267,7052,null,null,null,201063,207195,Fiery Force
NONE,Mrs Santa Claus,ARTIFACT4,NONE,MAIN_HAND,380,10343,11282,7521,8462,null,null,null,201063,207195,Fiery Force
NONE,Cruel Noel,ARTIFACT1,NONE,OFF_HAND,219,4352,4897,5986,6529,null,null,null,201515,207429,Scarlet Seas
NONE,Cruel Noel,ARTIFACT2,NONE,OFF_HAND,263,5223,5877,7183,7835,null,null,null,201515,207429,Scarlet Seas
NONE,Cruel Noel,ARTIFACT3,NONE,OFF_HAND,316,6267,7052,8619,9402,null,null,null,201515,207429,Scarlet Seas
NONE,Cruel Noel,ARTIFACT4,NONE,OFF_HAND,380,7521,8462,10343,11282,null,null,null,201515,207429,Scarlet Seas
HEX,Witchcrafter Hood,ARTIFACT1,MAGIC,HELM,209,4140,4657,5692,6210,4013,3447,3411,200625,206973,null
HEX,Witchcrafter Hood,ARTIFACT2,MAGIC,HELM,250,4968,5589,6830,7452,4013,3447,3411,200625,206973,null
HEX,Witchcrafter Hood,ARTIFACT3,MAGIC,HELM,300,5962,6706,8196,8942,4013,3447,3411,200625,206973,null
HEX,Witchcrafter Hood,ARTIFACT4,MAGIC,HELM,362,7154,8048,9835,10731,4013,3447,3411,200625,206973,null
ICE,Ice Crusader Boots,ARTIFACT1,DEFENSE,BOOTS,209,4118,5663,6178,4633,4025,3455,3459,204943,208859,null
ICE,Ice Crusader Boots,ARTIFACT2,DEFENSE,BOOTS,250,4942,6795,7413,5560,4025,3455,3459,204943,208859,null
ICE,Ice Crusader Boots,ARTIFACT3,DEFENSE,BOOTS,300,5930,8154,8896,6672,4025,3455,3459,204943,208859,null
ICE,Ice Crusader Boots,ARTIFACT4,DEFENSE,BOOTS,362,7117,9785,10675,8006,4025,3455,3459,204943,208859,null
WIND,Twister Gloves,ARTIFACT1,ATTACK,GLOVES,209,5663,6178,4118,4633,4053,3403,3451,198191,206079,null
WIND,Twister Gloves,ARTIFACT2,ATTACK,GLOVES,250,6795,7413,4942,5560,4053,3403,3451,198191,206079,null
WIND,Twister Gloves,ARTIFACT3,ATTACK,GLOVES,300,8154,8896,5930,6672,4053,3403,3451,198191,206079,null
WIND,Twister Gloves,ARTIFACT4,ATTACK,GLOVES,362,9785,10675,7117,8006,4053,3403,3451,198191,206079,null
VENOM,Spike Viper Ring,ARTIFACT1,MAGIC,RING,209,4140,4657,5692,6210,4009,4001,3447,204677,208739,null
VENOM,Spike Viper Ring,ARTIFACT2,MAGIC,RING,250,4968,5589,6830,7452,4009,4001,3447,204677,208739,null
VENOM,Spike Viper Ring,ARTIFACT3,MAGIC,RING,300,5962,6706,8196,8942,4009,4001,3447,204677,208739,null
VENOM,Spike Viper Ring,ARTIFACT4,MAGIC,RING,362,7154,8048,9835,10731,4009,4001,3447,204677,208739,null
ABYSS,Seamage Trident,ARTIFACT1,NONE,MAIN_HAND,220,4374,4921,6014,6562,null,null,null,201123,207229,Beast Trick
ABYSS,Seamage Trident,ARTIFACT2,NONE,MAIN_HAND,264,5249,5905,7217,7874,null,null,null,201123,207229,Beast Trick
ABYSS,Seamage Trident,ARTIFACT3,NONE,MAIN_HAND,318,6299,7087,8661,9449,null,null,null,201123,207229,Beast Trick
ABYSS,Seamage Trident,ARTIFACT4,NONE,MAIN_HAND,382,7558,8504,10393,11338,null,null,null,201123,207229,Beast Trick
THUNDER,Thunderbash,ARTIFACT1,NONE,OFF_HAND,220,4374,6014,6562,4921,null,null,null,201511,207427,Mighty Magic
THUNDER,Thunderbash,ARTIFACT2,NONE,OFF_HAND,264,5249,7217,7874,5905,null,null,null,201511,207427,Mighty Magic
THUNDER,Thunderbash,ARTIFACT3,NONE,OFF_HAND,318,6299,8661,9449,7087,null,null,null,201511,207427,Mighty Magic
THUNDER,Thunderbash,ARTIFACT4,NONE,OFF_HAND,382,7558,10393,11338,8504,null,null,null,201511,207427,Mighty Magic
LAVA,Basalt Collar,ARTIFACT1,ATTACK,HELM,205,5604,6114,4075,4585,4013,3447,3411,200687,207005,null
LAVA,Basalt Collar,ARTIFACT2,ATTACK,HELM,246,6725,7337,4890,5502,4013,3447,3411,200687,207005,null
LAVA,Basalt Collar,ARTIFACT3,ATTACK,HELM,295,8070,8804,5868,6603,4013,3447,3411,200687,207005,null
LAVA,Basalt Collar,ARTIFACT4,ATTACK,HELM,355,9684,10565,7042,7923,4013,3447,3411,200687,207005,null
MYTH,Starsky Shield,ARTIFACT1,NONE,OFF_HAND,213,4204,4729,5780,6306,null,null,null,201435,207385,Weak But Shielded
MYTH,Starsky Shield,ARTIFACT2,NONE,OFF_HAND,255,5044,5675,6936,7567,null,null,null,201435,207385,Weak But Shielded
MYTH,Starsky Shield,ARTIFACT3,NONE,OFF_HAND,306,6053,6810,8324,9081,null,null,null,201435,207385,Weak But Shielded
MYTH,Starsky Shield,ARTIFACT4,NONE,OFF_HAND,368,7264,8172,9989,10897,null,null,null,201435,207385,Weak But Shielded
ABYSS,Leviathan,ARTIFACT1,NONE,MAIN_HAND,220,4374,6014,6562,4921,null,null,null,201119,207227,Red Cocktail
ABYSS,Leviathan,ARTIFACT2,NONE,MAIN_HAND,264,5249,7217,7874,5905,null,null,null,201119,207227,Red Cocktail
ABYSS,Leviathan,ARTIFACT3,NONE,MAIN_HAND,318,6299,8661,9449,7087,null,null,null,201119,207227,Red Cocktail
ABYSS,Leviathan,ARTIFACT4,NONE,MAIN_HAND,382,7558,10393,11338,8504,null,null,null,201119,207227,Red Cocktail
THUNDER,Blue Butcher,ARTIFACT1,NONE,OFF_HAND,220,6014,6562,4374,4921,null,null,null,201507,207425,Red Advantage
THUNDER,Blue Butcher,ARTIFACT2,NONE,OFF_HAND,264,7217,7874,5249,5905,null,null,null,201507,207425,Red Advantage
THUNDER,Blue Butcher,ARTIFACT3,NONE,OFF_HAND,318,8661,9449,6299,7087,null,null,null,201507,207425,Red Advantage
THUNDER,Blue Butcher,ARTIFACT4,NONE,OFF_HAND,382,10393,11338,7558,8504,null,null,null,201507,207425,Red Advantage
THUNDER,Golden Hunter,ARTIFACT1,NONE,MAIN_HAND,220,4374,6014,6562,4921,null,null,null,201127,207231,High Hopes
THUNDER,Golden Hunter,ARTIFACT2,NONE,MAIN_HAND,264,5249,7217,7874,5905,null,null,null,201127,207231,High Hopes
THUNDER,Golden Hunter,ARTIFACT3,NONE,MAIN_HAND,318,6299,8661,9449,7087,null,null,null,201127,207231,High Hopes
THUNDER,Golden Hunter,ARTIFACT4,NONE,MAIN_HAND,382,7558,10393,11338,8504,null,null,null,201127,207231,High Hopes
ABYSS,Tentaclus,ARTIFACT1,NONE,OFF_HAND,220,4374,4921,6014,6562,null,null,null,201499,207421,Witch's Ward
ABYSS,Tentaclus,ARTIFACT2,NONE,OFF_HAND,264,5249,5905,7217,7874,null,null,null,201499,207421,Witch's Ward
ABYSS,Tentaclus,ARTIFACT3,NONE,OFF_HAND,318,6299,7087,8661,9449,null,null,null,201499,207421,Witch's Ward
ABYSS,Tentaclus,ARTIFACT4,NONE,OFF_HAND,382,7558,8504,10393,11338,null,null,null,201499,207421,Witch's Ward
BEAST,Primal Power Pendant,ARTIFACT1,DEFENSE,NECKLACE,205,4075,5604,6114,4585,4041,4005,3439,196895,205825,null
BEAST,Primal Power Pendant,ARTIFACT2,DEFENSE,NECKLACE,246,4890,6725,7337,5502,4041,4005,3439,196895,205825,null
BEAST,Primal Power Pendant,ARTIFACT3,DEFENSE,NECKLACE,295,5868,8070,8804,6603,4041,4005,3439,196895,205825,null
BEAST,Primal Power Pendant,ARTIFACT4,DEFENSE,NECKLACE,355,7042,9684,10565,7923,4041,4005,3439,196895,205825,null
NATURE,Stone Sentinel,ARTIFACT1,ATTACK,TALISMAN,209,5663,6178,4118,4633,4049,4009,3423,205609,209007,null
NATURE,Stone Sentinel,ARTIFACT2,ATTACK,TALISMAN,250,6795,7413,4942,5560,4049,4009,3423,205609,209007,null
NATURE,Stone Sentinel,ARTIFACT3,ATTACK,TALISMAN,300,8154,8896,5930,6672,4049,4009,3423,205609,209007,null
NATURE,Stone Sentinel,ARTIFACT4,ATTACK,TALISMAN,362,9785,10675,7117,8006,4049,4009,3423,205609,209007,null
HEX,Black Bat,ARTIFACT1,ATTACK,HELM,219,5978,6522,4348,4891,7139,6453,6445,209781,209869,null
HEX,Black Bat,ARTIFACT2,ATTACK,HELM,263,7174,7826,5217,5869,7139,6453,6445,209781,209869,null
HEX,Black Bat,ARTIFACT3,ATTACK,HELM,316,8609,9392,6261,7043,7139,6453,6445,209781,209869,null
HEX,Black Bat,ARTIFACT4,ATTACK,HELM,380,10331,11270,7513,8452,7139,6453,6445,209781,209869,null
HEX,Crimson Count Carapace,ARTIFACT1,DEFENSE,CHEST,218,4332,5956,6498,4873,7143,6457,5357,209745,209865,null
HEX,Crimson Count Carapace,ARTIFACT2,DEFENSE,CHEST,262,5198,7147,7798,5848,7143,6457,5357,209745,209865,null
HEX,Crimson Count Carapace,ARTIFACT3,DEFENSE,CHEST,314,6238,8576,9357,7017,7143,6457,5357,209745,209865,null
HEX,Crimson Count Carapace,ARTIFACT4,DEFENSE,CHEST,378,7486,10291,11229,8421,7143,6457,5357,209745,209865,null
HEX,Bat Gloves,ARTIFACT1,MAGIC,GLOVES,218,4325,4865,5946,6486,7147,6473,5325,209763,209867,null
HEX,Bat Gloves,ARTIFACT2,MAGIC,GLOVES,262,5190,5838,7135,7783,7147,6473,5325,209763,209867,null
HEX,Bat Gloves,ARTIFACT3,MAGIC,GLOVES,314,6228,7005,8562,9340,7147,6473,5325,209763,209867,null
HEX,Bat Gloves,ARTIFACT4,MAGIC,GLOVES,378,7473,8406,10275,11208,7147,6473,5325,209763,209867,null
HEX,Vampiric Boots,ARTIFACT1,ATTACK,BOOTS,218,5956,6498,4332,4873,7127,7175,6433,209835,209875,null
HEX,Vampiric Boots,ARTIFACT2,ATTACK,BOOTS,262,7147,7798,5198,5848,7127,7175,6433,209835,209875,null
HEX,Vampiric Boots,ARTIFACT3,ATTACK,BOOTS,314,8576,9357,6238,7017,7127,7175,6433,209835,209875,null
HEX,Vampiric Boots,ARTIFACT4,ATTACK,BOOTS,378,10291,11229,7486,8421,7127,7175,6433,209835,209875,null
HEX,Vampiric Sting,ARTIFACT1,DEFENSE,TALISMAN,219,4348,5978,6522,4891,7131,7179,5345,210049,210089,null
HEX,Vampiric Sting,ARTIFACT2,DEFENSE,TALISMAN,263,5217,7174,7826,5869,7131,7179,5345,210049,210089,null
HEX,Vampiric Sting,ARTIFACT3,DEFENSE,TALISMAN,316,6261,8609,9392,7043,7131,7179,5345,210049,210089,null
HEX,Vampiric Sting,ARTIFACT4,DEFENSE,TALISMAN,380,7513,10331,11270,8452,7131,7179,5345,210049,210089,null
HEX,Crimson Count Ring,ARTIFACT1,MAGIC,RING,218,4332,4873,5956,6498,7135,7159,5317,210029,210085,null
HEX,Crimson Count Ring,ARTIFACT2,MAGIC,RING,262,5198,5848,7147,7798,7135,7159,5317,210029,210085,null
HEX,Crimson Count Ring,ARTIFACT3,MAGIC,RING,314,6238,7017,8576,9357,7135,7159,5317,210029,210085,null
HEX,Crimson Count Ring,ARTIFACT4,MAGIC,RING,378,7486,8421,10291,11229,7135,7159,5317,210029,210085,null
HEX,Vampire Claw Necklace,ARTIFACT1,ATTACK,NECKLACE,218,5956,6498,4332,4873,7155,6465,6421,210009,210081,null
HEX,Vampire Claw Necklace,ARTIFACT2,ATTACK,NECKLACE,262,7147,7798,5198,5848,7155,6465,6421,210009,210081,null
HEX,Vampire Claw Necklace,ARTIFACT3,ATTACK,NECKLACE,314,8576,9357,6238,7017,7155,6465,6421,210009,210081,null
HEX,Vampire Claw Necklace,ARTIFACT4,ATTACK,NECKLACE,378,10291,11229,7486,8421,7155,6465,6421,210009,210081,null
NOBLE,Ivory Visor,ARTIFACT1,DEFENSE,HELM,218,4332,5956,6498,4873,7151,6469,5333,209913,210001,null
NOBLE,Ivory Visor,ARTIFACT2,DEFENSE,HELM,262,5198,7147,7798,5848,7151,6469,5333,209913,210001,null
NOBLE,Ivory Visor,ARTIFACT3,DEFENSE,HELM,314,6238,8576,9357,7017,7151,6469,5333,209913,210001,null
NOBLE,Ivory Visor,ARTIFACT4,DEFENSE,HELM,378,7486,10291,11229,8421,7151,6469,5333,209913,210001,null
NOBLE,Manticore Armor,ARTIFACT1,MAGIC,CHEST,218,4325,4865,5946,6486,7171,7147,5305,209877,209997,null
NOBLE,Manticore Armor,ARTIFACT2,MAGIC,CHEST,262,5190,5838,7135,7783,7171,7147,5305,209877,209997,null
NOBLE,Manticore Armor,ARTIFACT3,MAGIC,CHEST,314,6228,7005,8562,9340,7171,7147,5305,209877,209997,null
NOBLE,Manticore Armor,ARTIFACT4,MAGIC,CHEST,378,7473,8406,10275,11208,7171,7147,5305,209877,209997,null
NOBLE,Alabaster Gloves,ARTIFACT1,ATTACK,GLOVES,219,5978,6522,4348,4891,7175,7127,5341,209895,209999,null
NOBLE,Alabaster Gloves,ARTIFACT2,ATTACK,GLOVES,263,7174,7826,5217,5869,7175,7127,5341,209895,209999,null
NOBLE,Alabaster Gloves,ARTIFACT3,ATTACK,GLOVES,316,8609,9392,6261,7043,7175,7127,5341,209895,209999,null
NOBLE,Alabaster Gloves,ARTIFACT4,ATTACK,GLOVES,380,10331,11270,7513,8452,7175,7127,5341,209895,209999,null
NOBLE,Manticore Walkers,ARTIFACT1,DEFENSE,BOOTS,217,4301,5914,6451,4838,7179,6473,5313,209967,210007,null
NOBLE,Manticore Walkers,ARTIFACT2,DEFENSE,BOOTS,261,5161,7096,7741,5806,7179,6473,5313,209967,210007,null
NOBLE,Manticore Walkers,ARTIFACT3,DEFENSE,BOOTS,312,6193,8516,9290,6967,7179,6473,5313,209967,210007,null
NOBLE,Manticore Walkers,ARTIFACT4,DEFENSE,BOOTS,376,7432,10219,11148,8361,7179,6473,5313,209967,210007,null
NOBLE,Runebook of Peace,ARTIFACT1,MAGIC,TALISMAN,218,4332,4873,5956,6498,7159,6461,6429,210059,210091,null
NOBLE,Runebook of Peace,ARTIFACT2,MAGIC,TALISMAN,262,5198,5848,7147,7798,7159,6461,6429,210059,210091,null
NOBLE,Runebook of Peace,ARTIFACT3,MAGIC,TALISMAN,314,6238,7017,8576,9357,7159,6461,6429,210059,210091,null
NOBLE,Runebook of Peace,ARTIFACT4,MAGIC,TALISMAN,378,7486,8421,10291,11229,7159,6461,6429,210059,210091,null
NOBLE,Winged Lion Ring,ARTIFACT1,ATTACK,RING,218,5956,6498,4332,4873,7163,7139,5309,210039,210087,null
NOBLE,Winged Lion Ring,ARTIFACT2,ATTACK,RING,262,7147,7798,5198,5848,7163,7139,5309,210039,210087,null
NOBLE,Winged Lion Ring,ARTIFACT3,ATTACK,RING,314,8576,9357,6238,7017,7163,7139,5309,210039,210087,null
NOBLE,Winged Lion Ring,ARTIFACT4,ATTACK,RING,378,10291,11229,7486,8421,7163,7139,5309,210039,210087,null
NOBLE,Skyroar Necklace,ARTIFACT1,DEFENSE,NECKLACE,218,4332,5956,6498,4873,7167,7143,6425,210019,210083,null
NOBLE,Skyroar Necklace,ARTIFACT2,DEFENSE,NECKLACE,262,5198,7147,7798,5848,7167,7143,6425,210019,210083,null
NOBLE,Skyroar Necklace,ARTIFACT3,DEFENSE,NECKLACE,314,6238,8576,9357,7017,7167,7143,6425,210019,210083,null
NOBLE,Skyroar Necklace,ARTIFACT4,DEFENSE,NECKLACE,378,7486,10291,11229,8421,7167,7143,6425,210019,210083,null
HEX,Bloodsucker Shield,ARTIFACT1,NONE,OFF_HAND,222,6044,6594,4396,4945,null,null,null,209817,209873,Safeguard Kill
HEX,Bloodsucker Shield,ARTIFACT2,NONE,OFF_HAND,267,7253,7913,5275,5934,null,null,null,209817,209873,Safeguard Kill
HEX,Bloodsucker Shield,ARTIFACT3,NONE,OFF_HAND,322,8704,9495,6330,7121,null,null,null,209817,209873,Safeguard Kill
HEX,Bloodsucker Shield,ARTIFACT4,NONE,OFF_HAND,386,10445,11394,7596,8545,null,null,null,209817,209873,Safeguard Kill
HEX,The Sanguiner,ARTIFACT1,NONE,MAIN_HAND,222,4396,4945,6044,6594,null,null,null,209799,209871,Adrenaline Boost
HEX,The Sanguiner,ARTIFACT2,NONE,MAIN_HAND,267,5275,5934,7253,7913,null,null,null,209799,209871,Adrenaline Boost
HEX,The Sanguiner,ARTIFACT3,NONE,MAIN_HAND,322,6330,7121,8704,9495,null,null,null,209799,209871,Adrenaline Boost
HEX,The Sanguiner,ARTIFACT4,NONE,MAIN_HAND,386,7596,8545,10445,11394,null,null,null,209799,209871,Adrenaline Boost
HEX,Iron Bat,ARTIFACT1,NONE,OFF_HAND,222,4396,6044,6594,4945,null,null,null,217111,217019,Spontaneous Spirits
HEX,Iron Bat,ARTIFACT2,NONE,OFF_HAND,267,5275,7253,7913,5934,null,null,null,217111,217019,Spontaneous Spirits
HEX,Iron Bat,ARTIFACT3,NONE,OFF_HAND,322,6330,8704,9495,7121,null,null,null,217111,217019,Spontaneous Spirits
HEX,Iron Bat,ARTIFACT4,NONE,OFF_HAND,386,7596,10445,11394,8545,null,null,null,217111,217019,Spontaneous Spirits
HEX,Scarlet Blade,ARTIFACT1,NONE,MAIN_HAND,222,6044,6594,4396,4945,null,null,null,217075,217015,Melee Shock
HEX,Scarlet Blade,ARTIFACT2,NONE,MAIN_HAND,267,7253,7913,5275,5934,null,null,null,217075,217015,Melee Shock
HEX,Scarlet Blade,ARTIFACT3,NONE,MAIN_HAND,322,8704,9495,6330,7121,null,null,null,217075,217015,Melee Shock
HEX,Scarlet Blade,ARTIFACT4,NONE,MAIN_HAND,386,10445,11394,7596,8545,null,null,null,217075,217015,Melee Shock
NOBLE,Runewrath Shield,ARTIFACT1,NONE,OFF_HAND,222,4396,4945,6044,6594,null,null,null,209949,210005,Unshielded Wizard
NOBLE,Runewrath Shield,ARTIFACT2,NONE,OFF_HAND,267,5275,5934,7253,7913,null,null,null,209949,210005,Unshielded Wizard
NOBLE,Runewrath Shield,ARTIFACT3,NONE,OFF_HAND,322,6330,7121,8704,9495,null,null,null,209949,210005,Unshielded Wizard
NOBLE,Runewrath Shield,ARTIFACT4,NONE,OFF_HAND,386,7596,8545,10445,11394,null,null,null,209949,210005,Unshielded Wizard
NOBLE,The Pax,ARTIFACT1,NONE,MAIN_HAND,222,4396,6044,6594,4945,null,null,null,209931,210003,Azure Gift
NOBLE,The Pax,ARTIFACT2,NONE,MAIN_HAND,267,5275,7253,7913,5934,null,null,null,209931,210003,Azure Gift
NOBLE,The Pax,ARTIFACT3,NONE,MAIN_HAND,322,6330,8704,9495,7121,null,null,null,209931,210003,Azure Gift
NOBLE,The Pax,ARTIFACT4,NONE,MAIN_HAND,386,7596,10445,11394,8545,null,null,null,209931,210003,Azure Gift
NOBLE,Shield of Manticore,ARTIFACT1,NONE,OFF_HAND,222,4396,4945,6044,6594,null,null,null,217129,217021,Blue Merlin
NOBLE,Shield of Manticore,ARTIFACT2,NONE,OFF_HAND,267,5275,5934,7253,7913,null,null,null,217129,217021,Blue Merlin
NOBLE,Shield of Manticore,ARTIFACT3,NONE,OFF_HAND,322,6330,7121,8704,9495,null,null,null,217129,217021,Blue Merlin
NOBLE,Shield of Manticore,ARTIFACT4,NONE,OFF_HAND,386,7596,8545,10445,11394,null,null,null,217129,217021,Blue Merlin
NOBLE,Manticore Axe,ARTIFACT1,NONE,MAIN_HAND,220,6014,6562,4374,4921,null,null,null,217093,217017,Red Surprise
NOBLE,Manticore Axe,ARTIFACT2,NONE,MAIN_HAND,264,7217,7874,5249,5905,null,null,null,217093,217017,Red Surprise
NOBLE,Manticore Axe,ARTIFACT3,NONE,MAIN_HAND,318,8661,9449,6299,7087,null,null,null,217093,217017,Red Surprise
NOBLE,Manticore Axe,ARTIFACT4,NONE,MAIN_HAND,382,10393,11338,7558,8504,null,null,null,217093,217017,Red Surprise
NOBLE,Illuminator,ARTIFACT1,NONE,MAIN_HAND,211,4162,5722,6241,4681,null,null,null,210799,210825,White Chances
NOBLE,Illuminator,ARTIFACT2,NONE,MAIN_HAND,251,4994,6866,7489,5617,null,null,null,210799,210825,White Chances
NOBLE,Illuminator,ARTIFACT3,NONE,MAIN_HAND,302,5993,8239,8987,6741,null,null,null,210799,210825,White Chances
NOBLE,Illuminator,ARTIFACT4,NONE,MAIN_HAND,364,7191,9887,10785,8089,null,null,null,210799,210825,White Chances
NECRO,Gloves of the Undead,ARTIFACT1,DEFENSE,GLOVES,212,4182,5750,6274,4705,2559,2531,2205,210781,210823,null
NECRO,Gloves of the Undead,ARTIFACT2,DEFENSE,GLOVES,253,5018,6900,7528,5646,2559,2531,2205,210781,210823,null
NECRO,Gloves of the Undead,ARTIFACT3,DEFENSE,GLOVES,304,6022,8281,9034,6775,2559,2531,2205,210781,210823,null
NECRO,Gloves of the Undead,ARTIFACT4,DEFENSE,GLOVES,366,7226,9937,10841,8131,2559,2531,2205,210781,210823,null
DRAGON,Runic Dragon Ring,ARTIFACT1,DEFENSE,RING,206,4097,5634,6145,4609,1266,1283,1519,210771,210827,null
DRAGON,Runic Dragon Ring,ARTIFACT2,DEFENSE,RING,248,4916,6761,7374,5531,1266,1283,1519,210771,210827,null
DRAGON,Runic Dragon Ring,ARTIFACT3,DEFENSE,RING,297,5899,8113,8849,6637,1266,1283,1519,210771,210827,null
DRAGON,Runic Dragon Ring,ARTIFACT4,DEFENSE,RING,357,7079,9736,10619,7965,1266,1283,1519,210771,210827,null
MYTH,Victory Visor,ARTIFACT1,MAGIC,HELM,220,4372,4919,6011,6558,7343,7135,7159,211567,211649,null
MYTH,Victory Visor,ARTIFACT2,MAGIC,HELM,264,5246,5903,7213,7870,7343,7135,7159,211567,211649,null
MYTH,Victory Visor,ARTIFACT3,MAGIC,HELM,318,6295,7083,8656,9444,7343,7135,7159,211567,211649,null
MYTH,Victory Visor,ARTIFACT4,MAGIC,HELM,382,7554,8500,10387,11332,7343,7135,7159,211567,211649,null
MYTH,Spirit Master Armor,ARTIFACT1,ATTACK,CHEST,222,6044,6594,4396,4945,7347,7163,7175,211531,211645,null
MYTH,Spirit Master Armor,ARTIFACT2,ATTACK,CHEST,267,7253,7913,5275,5934,7347,7163,7175,211531,211645,null
MYTH,Spirit Master Armor,ARTIFACT3,ATTACK,CHEST,322,8704,9495,6330,7121,7347,7163,7175,211531,211645,null
MYTH,Spirit Master Armor,ARTIFACT4,ATTACK,CHEST,386,10445,11394,7596,8545,7347,7163,7175,211531,211645,null
MYTH,Gloves of Dexterity,ARTIFACT1,DEFENSE,GLOVES,222,4396,6044,6594,4945,7351,7143,7179,211549,211647,null
MYTH,Gloves of Dexterity,ARTIFACT2,DEFENSE,GLOVES,267,5275,7253,7913,5934,7351,7143,7179,211549,211647,null
MYTH,Gloves of Dexterity,ARTIFACT3,DEFENSE,GLOVES,322,6330,8704,9495,7121,7351,7143,7179,211549,211647,null
MYTH,Gloves of Dexterity,ARTIFACT4,DEFENSE,GLOVES,386,7596,10445,11394,8545,7351,7143,7179,211549,211647,null
MYTH,Fearless Walkers,ARTIFACT1,MAGIC,BOOTS,220,4372,4919,6011,6558,7331,7147,6473,211621,211657,null
MYTH,Fearless Walkers,ARTIFACT2,MAGIC,BOOTS,264,5246,5903,7213,7870,7331,7147,6473,211621,211657,null
MYTH,Fearless Walkers,ARTIFACT3,MAGIC,BOOTS,318,6295,7083,8656,9444,7331,7147,6473,211621,211657,null
MYTH,Fearless Walkers,ARTIFACT4,MAGIC,BOOTS,382,7554,8500,10387,11332,7331,7147,6473,211621,211657,null
MYTH,Goblet of Spirits,ARTIFACT1,ATTACK,TALISMAN,220,6011,6558,4372,4919,7335,7127,6453,211521,211659,null
MYTH,Goblet of Spirits,ARTIFACT2,ATTACK,TALISMAN,264,7213,7870,5246,5903,7335,7127,6453,211521,211659,null
MYTH,Goblet of Spirits,ARTIFACT3,ATTACK,TALISMAN,318,8656,9444,6295,7083,7335,7127,6453,211521,211659,null
